tweet_id,label
1149390095612555266,0.75572467
1104439603304546304,0.06612475
5886509017,0.083145246
1539809930,3.0862182e-05
777843779021709312,0.0002280457
775040061876436992,0.06886485
557156034792660992,0.0025038132
984330315152969728,0.023686858
1084857501223399425,8.807053e-06
29541956533,0.0014813211
244769192597917696,3.2712758e-06
685457499785408512,0.0002766702
78139384238575617,0.030042771
958272132022177792,0.010350372
810499108981112832,0.0016109225
503085784950652929,0.00011360545
567931831112368129,0.00023578462
1240285310510141440,0.00092078425
691506634619785216,6.550479e-05
448074853346971649,0.00010721984
1321710066303684610,0.014199234
9617592785,0.0077480953
595665036691054593,0.5961941
14603502051401728,3.4375248e-07
572055484439519232,0.041853204
1289993283653918720,4.423722e-05
1240707134712467456,3.9597553e-06
1017415264365731841,0.023954486
382483132244434944,0.0005391884
434408076314042368,0.0013458488
1280887286142558212,0.000556755
619210715497373697,0.1757538
650349328322723840,0.06049983
21888766240,0.001398824
749973337800007681,1.5459337e-06
68333477837287425,2.1341057e-06
833274893408018432,0.0006887413
236147238081003521,0.018249173
1327109257544785920,0.00036590922
376968940435406848,8.9026405e-05
428141350480277506,0.0001648751
235058689332092930,0.00011531364
261418143912701952,0.00023368243
533898002327273472,1.5454267e-05
984322495951114240,5.8844413e-05
1291166977982173198,1.626123e-05
1060472056062664706,0.0045373375
602011336479010816,1.1047528e-05
373339754613723136,0.0009968774
264824853834657792,4.679587e-07
205006771922800643,1.4947625e-06
1224446201690374150,0.0014821605
590934804604067840,0.06420647
830439981533523969,2.6273226e-06
1301075420482285568,0.00014655407
797362518725455872,0.08660124
710931320138936320,0.2827075
1241479211753373697,0.0017443375
383172510956920832,0.009367605
1264892201605238786,0.012497641
26810913915,1.7752918e-05
164280739536449536,7.607186e-05
1045442300955037696,4.956939e-05
339381779108597760,1.6465556e-08
827124289774161921,6.5366457e-06
224097231240839168,0.0073496033
141832359237525505,5.6029963e-05
1130107657833078784,0.00018062274
566232936815796224,0.020444477
841681184602112001,6.123646e-05
1284754222513364992,0.3431829
213214328818638848,0.0033961975
296270682709446656,0.0707997
248707193073971201,0.0021764776
832155811531124736,0.002202849
298460678795190272,0.0013163527
1073855893786292224,1.6945468e-06
1273489717665902592,0.101757385
1302648990392033281,0.008177713
31232762153279488,0.00018357055
273408784406310914,1.1737156e-05
724475204324438017,2.9757914e-06
1315973521198194691,0.0059979274
1318528473749704709,0.0020428891
1315331873690783754,0.0011532019
20115318030475264,0.008922606
843053280070684673,0.06654217
1329345860778356736,2.6025073e-06
557751167162544128,0.00085168
29011203949,0.0061311233
105477263717449728,0.00022850515
727228976414892032,0.9290753
373443550337191937,0.0034255744
1326287022429007877,0.00011401165
1223272404400640001,0.0020992015
750006938889400320,0.021418942
591198073847701504,0.0013354084
392586100851879938,4.335119e-05
1307604114440945665,0.054849952
881462250816647168,0.0027513194
1247487463792283649,0.000926515
1043811297580716033,1.0730799e-05
301617087133126656,0.00012771545
603888436056092672,0.0005127931
1097413902059687936,0.6015187
135814746090901506,0.02960604
1136531772513095680,0.7788978
481146469597323264,0.00030244613
1326458865328812033,0.009925631
204635244014477312,0.0031480677
266202219194486785,4.6783443e-05
155145847611457536,2.2777915e-06
147793856707039232,0.15008813
639470142670438400,0.0028484585
151652415161118720,2.0991904e-05
460490674245476353,0.0038832112
270639845926383619,0.005822314
22690754475,0.0014881904
1236505508229636096,7.1620896e-05
103250603240722432,2.2014457e-05
1249720286557220864,0.059733365
547452068634828802,0.0042563328
575272045136609280,2.0728537e-05
288875503564255232,2.2425405e-05
831383567242579969,0.00046951236
461169760089419776,0.005287352
1249841260493451264,0.20559515
307096830565572609,0.0025686559
182073749472944128,0.20601767
161065872390242304,0.00014433292
1297166834752540673,0.0010304914
1195268323329675265,0.05459066
562385567691055105,0.022577565
554647828640063488,0.23392488
1330054377491619843,0.00021721177
423707591240593408,0.3531
885983004337856516,3.494792e-05
151910213526618113,1.0005293e-05
614324414226825216,0.0007399825
1199266743602028544,0.00055326964
258972806044327936,0.00010538454
291918219629973506,0.00016488407
187470093675016192,0.00028785047
46190190934499328,1.8591066e-06
873228791891492866,0.047998503
1309744344719556609,0.14784946
1036960717017153536,0.02388688
236347546421821440,0.0005068072
1066619728339169281,0.000583591
825443130593927172,0.0002466579
986251219739074560,0.0030145866
108910672984809472,3.9131734e-05
30919343705423872,6.9099337e-06
308836079132348416,0.00016298082
16423377567,0.00030457383
1207537525155336192,0.009301085
867749303372173312,5.671515e-05
963096578943848450,0.40936765
211543604571803648,0.0028839754
261171378093453313,5.077906e-05
816961086461247488,3.0548993e-08
540597718843150336,1.1569568e-05
1243987065060184064,0.004467697
6005321348,0.006130368
609257392912601089,0.00053759146
178528643537059840,6.2337436e-05
1327184019671412736,0.03201649
9929631406759936,0.00022008282
241953789848977408,0.017272886
6208418478,0.025344178
840956136576692224,1.070501e-05
1233981707348566016,0.041436546
281434076253143040,0.92130226
168377547481034752,0.0001810937
1063207184031469568,0.0020871656
1265103928447897605,0.000826097
480334648795348992,4.8916786e-06
858275807403401216,0.00030294104
1290874406907117568,0.000627618
244742879711481856,0.00030254995
1149009137495433217,0.01970394
844880014655049728,8.8699824e-05
286801513676931073,0.821174
1280876428792340482,0.001478568
281641955769847809,3.9828574e-05
981865127665455104,3.5049212e-05
109256157658484737,0.00015150264
314840482314330113,0.0036065457
673890878843437056,1.6946663e-06
423706310610538496,0.00023694387
1243073330040668160,8.863312e-06
847130628260839426,0.022146298
757392534305902592,0.06654217
433296972930641921,0.025626222
241953315351560192,0.0020055482
704717684139827200,1.3935448e-05
1281276888900608001,0.00051023846
861287461099642880,0.026677283
327523644693700608,9.03661e-08
1290643322453843979,5.6436656e-05
513262313319976960,0.000102143305
485625061966381056,1.1068481e-05
841741210305847297,9.279698e-05
331434039187763200,0.00011252902
172586079671689217,0.00013579735
449255540213170176,0.007977603
75109094951895040,8.23956e-06
1160947240762052613,0.5837075
1304469537140756481,0.0051611825
417904562226229249,0.014162922
316149388596637696,0.00044147845
1301610010154348545,0.00011573467
927960600944238598,5.9495844e-05
279080569151836161,0.00022936365
750004927347367936,5.5579255e-07
1302630803390771201,0.0017079836
531947064171966465,5.3245156e-05
240731692699111425,8.3656465e-05
1102164502404100096,0.00015522625
390057047275749377,3.6588913e-06
352494476498976768,0.0011426193
